NCI-2009-00324|C3646|Header_Concept|Neoplasm of Uncertain Malignant Potential|C3341|Pre-Cancerous Condition
NCI-2013-00003|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2012-00773|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2014-00420|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2012-00640|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2014-02164|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2012-01079|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2016-00894|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2014-01722|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2015-01960|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2012-01952|C7795|Obsolete_Concept|Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma|C88150|Stage I Mycosis Fungoides and Sezary Syndrome
NCI-2012-00200|C7963|Obsolete_Concept|Adult Acute Eosinophilic Leukemia|C3171|Acute Myeloid Leukemia
NCI-2011-02877|C7963|Obsolete_Concept|Adult Acute Eosinophilic Leukemia|C3171|Acute Myeloid Leukemia
NCI-2011-02988|C7963|Obsolete_Concept|Adult Acute Eosinophilic Leukemia|C3171|Acute Myeloid Leukemia
NCI-2012-01959|C7963|Obsolete_Concept|Adult Acute Eosinophilic Leukemia|C3171|Acute Myeloid Leukemia
NCI-2013-01362|C7963|Obsolete_Concept|Adult Acute Eosinophilic Leukemia|C3171|Acute Myeloid Leukemia
NCI-2012-00644|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2013-00069|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-01963|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-00639|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-01078|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-00807|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2010-01444|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2010-02157|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-01076|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2013-01017|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-00640|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-01079|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-01889|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-00636|C8307|Obsolete_Concept|Stage III Childhood Large Cell Lymphoma|C8522|Stage III Non-Hodgkin Lymphoma
NCI-2012-00644|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2013-00069|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-01963|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00653|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2013-00691|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00845|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00639|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-01078|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-01942|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00807|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2010-02157|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2010-00228|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00654|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-01076|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2013-01017|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00640|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-01079|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2013-00985|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-01889|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2013-01016|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00636|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2011-00377|C9076|Obsolete_Concept|Childhood Diffuse Large Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
NCI-2012-00644|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00653|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00845|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00639|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01078|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01942|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00807|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-01444|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-02157|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-00228|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00654|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01076|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01017|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00640|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01079|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01889|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01016|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00636|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-00377|C8309|Obsolete_Concept|Recurrent Childhood Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00644|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2013-00069|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2012-00639|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2012-01078|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2010-01444|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2010-02157|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2013-01017|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2012-00640|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2012-01079|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2012-01889|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2012-00636|C8305|Obsolete_Concept|Stage I Childhood Large Cell Lymphoma|C8520|Stage I Non-Hodgkin Lymphoma
NCI-2012-00644|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00069|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00639|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01078|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-01444|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-02157|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-01017|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00640|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01079|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01889|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00636|C8306|Obsolete_Concept|Stage II Childhood Large Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00644|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2013-00069|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-01963|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-00639|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-01078|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-00807|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2010-01444|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2010-02157|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-01076|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2013-01017|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-00640|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-01079|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-01889|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2012-00636|C8308|Obsolete_Concept|Stage IV Childhood Large Cell Lymphoma|C8523|Stage IV Non-Hodgkin Lymphoma
NCI-2015-01147|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2011-00784|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2013-02218|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2013-02300|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2013-01758|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2013-02252|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2010-01444|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2013-01407|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2016-00391|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2010-02159|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2014-01549|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2015-01849|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2014-01276|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2011-03436|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2012-01659|C27080|Obsolete_Concept|Refractory Anemia with Excess Blasts in Transformation|C7506|Myelodysplastic Syndrome with Excess Blasts
NCI-2014-00275|C6116|Obsolete_Concept|Stage IV Retinoblastoma|C7541|Retinoblastoma
[ 'C5771',
  'Obsolete_Concept',
  'Stage III Extrahepatic Bile Duct Cancer',
  'C88094',
  'Stage III Distal Bile Duct Cancer' ]
[ '',
  'NCI-2017-00643,NCI-2016-01424,NCI-2015-00938,NCI-2016-01057,NCI-2016-01029' ]
[ 'C5772',
  'Obsolete_Concept',
  'Stage IV Extrahepatic Bile Duct Cancer',
  'C88095',
  'Stage IV Distal Bile Duct Cancer' ]
[ '', 'NCI-2017-00643,NCI-2016-01424,NCI-2015-00938' ]
[ 'C5774',
  'Obsolete_Concept',
  'Stage IVB Extrahepatic Bile Duct Cancer',
  'C88095',
  'Stage IV Distal Bile Duct Cancer' ]
[ '',
  'NCI-2017-00643,NCI-2016-01171,NCI-2016-01057,NCI-2016-01029' ]
[ 'C5773',
  'Obsolete_Concept',
  'Stage IVA Extrahepatic Bile Duct Cancer',
  'C88095',
  'Stage IV Distal Bile Duct Cancer' ]
[ '',
  'NCI-2017-00643,NCI-2016-01171,NCI-2016-01057,NCI-2016-01029' ]
NCI-2013-02388|C67453|Obsolete_Concept|Pancreatic Polypeptide Tumor|C3305|Pancreatic Neoplasm
NCI-2011-03497|C67453|Obsolete_Concept|Pancreatic Polypeptide Tumor|C3305|Pancreatic Neoplasm
NCI-2014-01996|C67453|Obsolete_Concept|Pancreatic Polypeptide Tumor|C3305|Pancreatic Neoplasm
NCI-2013-00309|C67453|Obsolete_Concept|Pancreatic Polypeptide Tumor|C3305|Pancreatic Neoplasm
NCI-2016-00086|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2015-00123|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-00290|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-00409|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2015-00258|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-01434|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2011-00920|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2017-00130|C5693|Obsolete_Concept|Stage IVB Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-00086|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2015-00123|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-00290|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-00409|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2015-00258|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-01434|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2011-00920|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2017-00130|C5694|Obsolete_Concept|Stage IVA Esophageal Cancer|C89804|Stage IV Esophageal Cancer AJCC v7 
NCI-2016-00463|C6735|Obsolete_Concept|Stage IVB Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2016-01079|C6735|Obsolete_Concept|Stage IVB Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2014-01218|C6735|Obsolete_Concept|Stage IVB Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2017-00384|C6735|Obsolete_Concept|Stage IVB Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2016-00463|C6736|Obsolete_Concept|Stage IVA Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2016-01079|C6736|Obsolete_Concept|Stage IVA Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2014-01218|C6736|Obsolete_Concept|Stage IVA Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2017-00384|C6736|Obsolete_Concept|Stage IVA Esophageal Squamous Cell Carcinoma|C5019|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7 
NCI-2013-02093|C6158|Obsolete_Concept|Infiltrating Ureter Urothelial Carcinoma with Mixed Differentiation|C4830|Ureter Urothelial Carcinoma
NCI-2011-01165|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2013-00509|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-00265|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-01822|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2015-01217|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-00227|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2015-01452|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-00114|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2015-02151|C9368|Obsolete_Concept|Stage IVB Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2011-01165|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2013-00509|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-00265|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-01822|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2015-01217|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-00227|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2015-01452|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2016-00114|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2015-02151|C9367|Obsolete_Concept|Stage IVA Bladder Cancer|C89366|Stage IV Bladder Cancer
NCI-2013-01735|C7947|Obsolete_Concept|Adult Malignant Mesenchymoma|C9118|Sarcoma
NCI-2012-00052|C7947|Obsolete_Concept|Adult Malignant Mesenchymoma|C9118|Sarcoma
NCI-2013-01440|C7947|Obsolete_Concept|Adult Malignant Mesenchymoma|C9118|Sarcoma
NCI-2017-00147|C5998|Obsolete_Concept|Stage IIA Nasopharyngeal Carcinoma|C88982|Stage II Nasopharyngeal Carcinoma AJCC v7
NCI-2017-00147|C5999|Obsolete_Concept|Stage IIB Nasopharyngeal Carcinoma|C88982|Stage II Nasopharyngeal Carcinoma AJCC v7
NCI-2015-00758|C6733|Obsolete_Concept|Stage IVA Esophageal Adenocarcinoma|C8632|Stage IV Esophageal Adenocarcinoma AJCC v7
NCI-2016-01782|C6733|Obsolete_Concept|Stage IVA Esophageal Adenocarcinoma|C8632|Stage IV Esophageal Adenocarcinoma AJCC v7
NCI-2017-00384|C6733|Obsolete_Concept|Stage IVA Esophageal Adenocarcinoma|C8632|Stage IV Esophageal Adenocarcinoma AJCC v7
NCI-2015-00758|C6734|Obsolete_Concept|Stage IVB Esophageal Adenocarcinoma|C8632|Stage IV Esophageal Adenocarcinoma AJCC v7
NCI-2016-01782|C6734|Obsolete_Concept|Stage IVB Esophageal Adenocarcinoma|C8632|Stage IV Esophageal Adenocarcinoma AJCC v7
NCI-2017-00384|C6734|Obsolete_Concept|Stage IVB Esophageal Adenocarcinoma|C8632|Stage IV Esophageal Adenocarcinoma AJCC v7
NCI-2010-00130|C70649|Obsolete_Concept|T-Cell Chronic Lymphocytic Leukemia|C3163|Chronic Lymphocytic Leukemia
NCI-2010-02035|C70649|Obsolete_Concept|T-Cell Chronic Lymphocytic Leukemia|C3163|Chronic Lymphocytic Leukemia
NCI-2010-02222|C70649|Obsolete_Concept|T-Cell Chronic Lymphocytic Leukemia|C3163|Chronic Lymphocytic Leukemia
NCI-2016-00290|C8626|Obsolete_Concept|Stage IV Gastric Cancer with Metastasis|C89861|Stage IV Gastric Cancer AJCC v7 
NCI-2015-00761|C8626|Obsolete_Concept|Stage IV Gastric Cancer with Metastasis|C89861|Stage IV Gastric Cancer AJCC v7 
NCI-2016-01247|C8626|Obsolete_Concept|Stage IV Gastric Cancer with Metastasis|C89861|Stage IV Gastric Cancer AJCC v7 
NCI-2017-00491|C8626|Obsolete_Concept|Stage IV Gastric Cancer with Metastasis|C89861|Stage IV Gastric Cancer AJCC v7 
NCI-2010-00051|C114593|Obsolete_Concept|Adult TdT Positive Acute Lymphoblastic Leukemia|C3167|Acute Lymphoblastic Leukemia
NCI-2011-02508|C7213|Obsolete_Concept|AIDS-Related Diffuse Large Cell Lymphoma|C5051|AIDS-Related Non-Hodgkin Lymphoma
NCI-2012-00718|C7213|Obsolete_Concept|AIDS-Related Diffuse Large Cell Lymphoma|C5051|AIDS-Related Non-Hodgkin Lymphoma
NCI-2012-01695|C7213|Obsolete_Concept|AIDS-Related Diffuse Large Cell Lymphoma|C5051|AIDS-Related Non-Hodgkin Lymphoma
NCI-2014-01534|C7213|Obsolete_Concept|AIDS-Related Diffuse Large Cell Lymphoma|C5051|AIDS-Related Non-Hodgkin Lymphoma
NCI-2009-00406|C3464|Obsolete_Concept|Adult Diffuse Small Cleaved Cell Lymphoma|C3211|Non-Hodgkin Lymphoma
